OBJECTID,Short_Name,Full_Name
1135,B09019e29,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Total population -- (Estimate)
1136,B09019m29,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Total population -- (Margin of Error)
1137,B09019e30,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Living alone: Total population -- (Estimate)
1138,B09019m30,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Living alone: Total population -- (Margin of Error)
1139,B09019e31,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Not living alone: Total population -- (Estimate)
1140,B09019m31,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Householder: Female: Not living alone: Total population -- (Margin of Error)
1141,B09019e32,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Total population -- (Estimate)
1142,B09019m32,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Total population -- (Margin of Error)
1143,B09019e33,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Roomer or boarder: Total population -- (Estimate)
1144,B09019m33,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Roomer or boarder: Total population -- (Margin of Error)
1145,B09019e34,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Housemate or roommate: Total population -- (Estimate)
1146,B09019m34,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Housemate or roommate: Total population -- (Margin of Error)
1147,B09019e35,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Unmarried partner: Total population -- (Estimate)
1148,B09019m35,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Unmarried partner: Total population -- (Margin of Error)
1149,B09019e36,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Foster child: Total population -- (Estimate)
1150,B09019m36,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Foster child: Total population -- (Margin of Error)
1151,B09019e37,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Other nonrelatives: Total population -- (Estimate)
1152,B09019m37,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In households: In nonfamily households: Nonrelatives: Other nonrelatives: Total population -- (Margin of Error)
1153,B09019e38,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In group quarters: Total population -- (Estimate)
1154,B09019m38,HOUSEHOLD TYPE (INCLUDING LIVING ALONE) BY RELATIONSHIP: In group quarters: Total population -- (Margin of Error)
1155,B09020e1,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: Total: Population 65 years and over -- (Estimate)
1156,B09020m1,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: Total: Population 65 years and over -- (Margin of Error)
1157,B09020e2,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: Population 65 years and over -- (Estimate)
1158,B09020m2,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: Population 65 years and over -- (Margin of Error)
1159,B09020e3,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Population 65 years and over -- (Estimate)
1160,B09020m3,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Population 65 years and over -- (Margin of Error)
1161,B09020e4,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Population 65 years and over -- (Estimate)
1162,B09020m4,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Population 65 years and over -- (Margin of Error)
1163,B09020e5,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Male: Population 65 years and over -- (Estimate)
1164,B09020m5,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Male: Population 65 years and over -- (Margin of Error)
1165,B09020e6,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Female: Population 65 years and over -- (Estimate)
1166,B09020m6,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Householder: Female: Population 65 years and over -- (Margin of Error)
1167,B09020e7,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Spouse: Population 65 years and over -- (Estimate)
1168,B09020m7,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Spouse: Population 65 years and over -- (Margin of Error)
1169,B09020e8,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent: Population 65 years and over -- (Estimate)
1170,B09020m8,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent: Population 65 years and over -- (Margin of Error)
1171,B09020e9,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent-in-law: Population 65 years and over -- (Estimate)
1172,B09020m9,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Parent-in-law: Population 65 years and over -- (Margin of Error)
1173,B09020e10,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Other relatives: Population 65 years and over -- (Estimate)
1174,B09020m10,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Other relatives: Population 65 years and over -- (Margin of Error)
1175,B09020e11,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Nonrelatives: Population 65 years and over -- (Estimate)
1176,B09020m11,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In family households: Nonrelatives: Population 65 years and over -- (Margin of Error)
1177,B09020e12,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Population 65 years and over -- (Estimate)
1178,B09020m12,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Population 65 years and over -- (Margin of Error)
1179,B09020e13,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Population 65 years and over -- (Estimate)
1180,B09020m13,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Population 65 years and over -- (Margin of Error)
1181,B09020e14,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Population 65 years and over -- (Estimate)
1182,B09020m14,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Population 65 years and over -- (Margin of Error)
1183,B09020e15,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Living alone: Population 65 years and over -- (Estimate)
1184,B09020m15,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Living alone: Population 65 years and over -- (Margin of Error)
1185,B09020e16,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Not living alone: Population 65 years and over -- (Estimate)
1186,B09020m16,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Male: Not living alone: Population 65 years and over -- (Margin of Error)
1187,B09020e17,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Population 65 years and over -- (Estimate)
1188,B09020m17,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Population 65 years and over -- (Margin of Error)
1189,B09020e18,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Living alone: Population 65 years and over -- (Estimate)
1190,B09020m18,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Living alone: Population 65 years and over -- (Margin of Error)
1191,B09020e19,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Not living alone: Population 65 years and over -- (Estimate)
1192,B09020m19,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Householder: Female: Not living alone: Population 65 years and over -- (Margin of Error)
1193,B09020e20,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Nonrelatives: Population 65 years and over -- (Estimate)
1194,B09020m20,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In households: In nonfamily households: Nonrelatives: Population 65 years and over -- (Margin of Error)
1195,B09020e21,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In group quarters: Population 65 years and over -- (Estimate)
1196,B09020m21,RELATIONSHIP BY HOUSEHOLD TYPE (INCLUDING LIVING ALONE) FOR THE POPULATION 65 YEARS AND OVER: In group quarters: Population 65 years and over -- (Margin of Error)
1197,B09021e1,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: Total: Population 18 years and over in households -- (Estimate)
1198,B09021m1,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: Total: Population 18 years and over in households -- (Margin of Error)
1199,B09021e2,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Lives alone: Population 18 years and over in households -- (Estimate)
1200,B09021m2,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Lives alone: Population 18 years and over in households -- (Margin of Error)
1201,B09021e3,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Estimate)
1202,B09021m3,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Margin of Error)
1203,B09021e4,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Estimate)
1204,B09021m4,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Margin of Error)
1205,B09021e5,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Child of householder: Population 18 years and over in households -- (Estimate)
1206,B09021m5,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Child of householder: Population 18 years and over in households -- (Margin of Error)
1207,B09021e6,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Other relatives: Population 18 years and over in households -- (Estimate)
1208,B09021m6,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Other relatives: Population 18 years and over in households -- (Margin of Error)
1209,B09021e7,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Other nonrelatives: Population 18 years and over in households -- (Estimate)
1210,B09021m7,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: In group quarters: Other nonrelatives: Population 18 years and over in households -- (Margin of Error)
1211,B09021e8,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Population 18 years and over in households -- (Estimate)
1212,B09021m8,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Population 18 years and over in households -- (Margin of Error)
1213,B09021e9,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Lives alone: Population 18 years and over in households -- (Estimate)
1214,B09021m9,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Lives alone: Population 18 years and over in households -- (Margin of Error)
1215,B09021e10,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Estimate)
1216,B09021m10,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with spouse or spouse of householder: Population 18 years and over in households -- (Margin of Error)
1217,B09021e11,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Estimate)
1218,B09021m11,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Householder living with unmarried partner or unmarried partner of householder: Population 18 years and over in households -- (Margin of Error)
1219,B09021e12,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Child of householder: Population 18 years and over in households -- (Estimate)
1220,B09021m12,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Child of householder: Population 18 years and over in households -- (Margin of Error)
1221,B09021e13,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Other relatives: Population 18 years and over in households -- (Estimate)
1222,B09021m13,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Other relatives: Population 18 years and over in households -- (Margin of Error)
1223,B09021e14,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Other nonrelatives: Population 18 years and over in households -- (Estimate)
1224,B09021m14,LIVING ARRANGEMENTS OF ADULTS 18 YEARS AND OVER BY AGE: 18 to 34 years: Other nonrelatives: Population 18 years and over in households -- (Margin of Error)
